row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:GENUKIndicativeAppetiteFundMngDom,GENUKIndicativeAppetiteFundMngDom,Jargon,Medium,Contains: domiciled,Where is the Fund Manager domiciled?,Where is the Fund Manager based?,,
ROW:2|KEY:GENUKIndicativeAppetiteOpeningInvestmentAdviser,GENUKIndicativeAppetiteOpeningInvestmentAdviser,Jargon,Medium,Contains: adviser,Is there an Investment Adviser?,Is there an Investment Adviser?,,
ROW:2|KEY:GENUKIndicativeAppetiteOpeningInvestmentAdviserLocation,GENUKIndicativeAppetiteOpeningInvestmentAdviserLocation,Jargon,Medium,Contains: adviser,What is the location of the Investment Adviser?,What is the location of the Investment Adviser?,,
ROW:2|KEY:GENUKIndicativeAppetitePepInvestors,GENUKIndicativeAppetitePepInvestors,Jargon,Medium,Contains: beneficial owner,"Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?","Are any of the fund's investors or Ultimate actual owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?",,
ROW:2|KEY:GENUKIndicativeAppetitePepinvestpersrelationship,GENUKIndicativeAppetitePepinvestpersrelationship,Jargon,Medium,Contains: beneficial owner,"Are any of the fund's investors or Ultimate Beneficial Owners (UBOs) one of a group of Politically Exposed Persons (PEPs) sharing a close personal relationship, who individually may have less than 10% ownership, but together have an accumulative ownership of 10% or more?","Are any of the fund's investors or Ultimate actual owners (UBOs) one of a group of Politically Exposed Persons (PEPs) sharing a close personal relationship, who individually may have less than 10% ownership, but together have an accumulative ownership of 10% or more?",,
ROW:2|KEY:GENIndicativeAppetiteRiskadversedetailsother,GENIndicativeAppetiteRiskadversedetailsother,Jargon,Medium,Contains: beneficial owner,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and actual owners?,,
ROW:2|KEY:GENUKIndicativeAppetiteRiskadversedetailsother,GENUKIndicativeAppetiteRiskadversedetailsother,Jargon,Medium,Contains: beneficial owner,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and actual owners?,,
ROW:2|KEY:GENWholesaleDepositorEntityType,GENWholesaleDepositorEntityType,Jargon,Medium,Contains: entity,Is the entity:,Is the company:,,
ROW:2|KEY:GENStructureType,GENStructureType,Jargon,Medium,Contains: entity,Is the entity part of a consolidated group of companies or a fund structure?,Is the company part of a consolidated group of companies or a fund structure?,,
ROW:2|KEY:GENStandalone,GENStandalone,Jargon,Medium,Contains: entity,"Does the entity (on a standalone basis), as at the latest financial year individual accounts have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)","Does the company (on a standalone basis), as at the latest financial year individual accounts have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)",,
ROW:2|KEY:GENHalfyearStandalone,GENHalfyearStandalone,Jargon,Medium,Contains: entity,"Within the next 6 months, does the entity (on a standalone basis), as at the latest financial year individual accounts expect to have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)","Within the next 6 months, does the company (on a standalone basis), as at the latest financial year individual accounts expect to have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)",,
ROW:2|KEY:GENStandaloneNetAssetsType,GENStandaloneNetAssetsType,Jargon,Medium,Contains: entity,"Does the entity (on a standalone basis), a) currently have net assets of > £1.4m, (b) is expected to have net assets of > £1.4m within 6 months or (c) have net assets of ≤ £1.4m? (Please note, we will require evidence of (a) by way of financial accounts or investor report (or for (b) - within 6 months).)","Does the company (on a standalone basis), a) currently have net assets of > £1.4m, (b) is expected to have net assets of > £1.4m within 6 months or (c) have net assets of ≤ £1.4m? (Please note, we will require evidence of (a) by way of financial accounts or investor report (or for (b) - within 6 months).)",,
ROW:2|KEY:GENWholesaleDepositorType,GENWholesaleDepositorType,Jargon,Medium,Contains: entity,What type of entity are you?,What type of company are you?,,
ROW:2|KEY:GENEntity6monthsAssestValueType,GENEntity6monthsAssestValueType,Jargon,Medium,Contains: entity,What type of entity are you? (Given you expect to have net assets of more than £1.4m within 6 months),What type of company are you? (Given you expect to have net assets of more than £1.4m within 6 months),,
ROW:2|KEY:SPERationaleOffshoreAccount,SPERationaleOffshoreAccount,Jargon,Medium,Contains: jurisdiction,"If your customer is not a resident of the jurisdiction where you are applying for an account to be opened, please provide rationale justifying why an account is required in this jurisdiction","If your customer is not a resident of the country or region where you are applying for an account to be opened, please provide rationale justifying why an account is required in this country or region",,
ROW:2|KEY:Intermediary_Details,Intermediary_Details,Jargon,Medium,Contains: intermediary,Intermediary Details,middle company Details,,
ROW:2|KEY:GENFundAdminName,GENFundAdminName,Jargon,Medium,Contains: administrator,Name of the fund administrator?,Name of the fund admin company?,,
ROW:2|KEY:GENFundAdminDomicile,GENFundAdminDomicile,Jargon,Medium,Contains: domiciled,Where are they domiciled?,Where are they based?,,
ROW:2|KEY:SPEintermediaryregulator,SPEintermediaryregulator,Jargon,Medium,Contains: intermediary,Name of intermediary's regulator,Name of middle company's regulator,,
ROW:2|KEY:GEN3rdPartyEntityName,GEN3rdPartyEntityName,Jargon,Medium,Contains: entity,Entity Name if applicable,company Name if applicable,,
ROW:2|KEY:GEN3rdPartyJurisdictionCountry,GEN3rdPartyJurisdictionCountry,Jargon,Medium,Contains: jurisdiction,Jurisdiction/Country,country or region/Country,,
ROW:2|KEY:Details_of_new_customer_account_the_entity,Details_of_new_customer_account_the_entity,Jargon,Medium,Contains: entity,"Details of new customer account (""the entity"")	","Details of new customer account (""the company"")	",,
ROW:2|KEY:GENname,GENname,Jargon,Medium,Contains: entity,Name of fund (CIS) entity (in full),Name of fund (CIS) company (in full),,
ROW:2|KEY:GENcorplisted,GENcorplisted,Jargon,Medium,Contains: entity,Is this entity listed on a stock exchange?,Is this company listed on a stock exchange?,,
ROW:2|KEY:GENlistedmarket,GENlistedmarket,Jargon,Medium,Contains: entity,Please confirm which market the entity is listed on,Please confirm which market the company is listed on,,
ROW:2|KEY:GENCountryRegisteredAndJurisdictionSame,GENCountryRegisteredAndJurisdictionSame,Jargon,Medium,Contains: jurisdiction,Is the Country of registration/formation the same as the Jurisdiction in which you are opening the account?,Is the Country of registration/formation the same as the country or region in which you are opening the account?,,
ROW:2|KEY:GENCountryRegistrationJurisdictionMismatchRationale,GENCountryRegistrationJurisdictionMismatchRationale,Jargon,Medium,Contains: jurisdiction,The country of Registration/Formation selected does not match the jurisdiction where you are applying for an account to be opened. Please provide rationale justifying why an account is required in this jurisdiction:,The country of Registration/Formation selected does not match the country or region where you are applying for an account to be opened. Please provide rationale justifying why an account is required in this country or region:,,
ROW:2|KEY:GENentitytype,GENentitytype,Jargon,Medium,Contains: entity,Entity Type,company Type,,
ROW:2|KEY:GENaddressintermediary,GENaddressintermediary,Jargon,Medium,Contains: intermediary,Is the registered address the same as the Intermediary principal address?,Is the registered address the same as the middle company principal address?,,
